Date,Flow,PRCP,SNOW,TMAX,TMIN
1900-01-01,24000.0,0.0,,23.0,3.0
1900-01-02,24000.0,0.0,,29.0,12.0
1900-01-03,24000.0,0.0,,30.0,3.0
1900-01-04,24000.0,0.0,,44.0,23.0
1900-01-05,24000.0,0.0,,44.0,23.0
1900-01-06,24000.0,0.0,,42.0,21.0
1900-01-07,24000.0,0.07,,48.0,28.0
1900-01-08,24000.0,0.0,,42.0,19.0
1900-01-09,24000.0,0.13,,40.0,30.0
1900-01-10,24000.0,0.0,,41.0,29.0
1900-01-11,24000.0,0.0,,33.0,21.0
1900-01-12,24000.0,0.11,1.3,35.0,29.0
1900-01-13,24000.0,0.0,,35.0,29.0
1900-01-14,24000.0,0.0,,39.0,27.0
1900-01-15,24000.0,0.0,,39.0,32.0
1900-01-16,25000.0,0.0,,35.0,30.0
1900-01-17,26000.0,0.0,,35.0,30.0
1900-01-18,27000.0,1.0,,35.0,31.0
1900-01-19,27000.0,0.0,,37.0,27.0
1900-01-20,28000.0,0.0,,45.0,26.0
1900-01-21,29000.0,0.0,,43.0,21.0
1900-01-22,29000.0,0.0,,49.0,22.0
1900-01-23,30000.0,0.0,,46.0,28.0
1900-01-24,30000.0,0.0,,51.0,29.0
1900-01-25,29000.0,0.0,,36.0,8.0
1900-01-26,25000.0,0.0,,20.0,3.0
1900-01-27,20000.0,0.0,,31.0,8.0
1900-01-28,17000.0,0.0,,13.0,-7.0
1900-01-29,14000.0,0.0,,29.0,-2.0
1900-01-30,14000.0,0.0,,28.0,-3.0
1900-01-31,14000.0,0.0,,5.0,-8.0
1900-02-01,14000.0,0.0,0.0,18.0,-6.0
1900-02-02,14000.0,0.0,0.0,22.0,2.0
1900-02-03,15000.0,0.0,0.0,38.0,13.0
1900-02-04,16000.0,0.46,1.0,31.0,12.0
1900-02-05,17000.0,0.04,0.5,33.0,17.0
1900-02-06,19000.0,0.0,0.0,34.0,20.0
1900-02-07,20000.0,0.0,0.0,49.0,32.0
1900-02-08,21000.0,0.92,0.0,48.0,5.0
1900-02-09,22000.0,0.05,0.5,15.0,-2.0
1900-02-10,24000.0,0.0,0.0,37.0,6.0
1900-02-11,25000.0,0.0,0.0,47.0,26.0
1900-02-12,26000.0,0.12,1.0,40.0,25.0
1900-02-13,26000.0,0.0,0.0,27.0,4.0
1900-02-14,26000.0,0.2,2.5,14.0,6.0
1900-02-15,26000.0,0.0,0.0,10.0,-7.0
1900-02-16,26000.0,0.0,0.0,9.0,-10.0
1900-02-17,25000.0,0.0,0.0,15.0,-10.0
1900-02-18,24000.0,0.0,0.0,18.0,-5.0
1900-02-19,24000.0,0.0,0.0,26.0,2.0
1900-02-20,24000.0,0.0,0.0,39.0,14.0
1900-02-21,23000.0,0.7,6.0,32.0,25.0
1900-02-22,23000.0,0.0,0.0,35.0,7.0
1900-02-23,23000.0,0.0,0.0,39.0,10.0
1900-02-24,23000.0,0.0,0.0,12.0,-9.0
1900-02-25,23000.0,0.0,0.0,13.0,-9.0
1900-02-26,22000.0,0.0,0.0,15.0,1.0
1900-02-27,22000.0,0.0,0.0,29.0,0.0
1900-02-28,21000.0,0.29,3.0,27.0,19.0
1900-03-01,20000.0,,0.0,31.0,7.0
1900-03-02,20000.0,0.0,0.0,35.0,22.0
1900-03-03,20000.0,0.0,0.0,38.0,4.0
1900-03-04,20000.0,0.0,0.0,36.0,16.0
1900-03-05,20000.0,0.0,0.0,31.0,15.0
1900-03-06,20000.0,0.0,0.0,32.0,17.0
1900-03-07,20000.0,1.16,6.0,33.0,7.0
1900-03-08,20000.0,0.0,0.0,43.0,15.0
1900-03-09,21000.0,0.0,0.0,41.0,29.0
1900-03-10,23000.0,0.0,0.0,47.0,24.0
1900-03-11,27000.0,0.0,0.0,49.0,26.0
1900-03-12,35000.0,0.0,0.0,43.0,26.0
1900-03-13,50000.0,0.0,0.0,42.0,30.0
1900-03-14,67000.0,0.0,0.0,31.0,19.0
1900-03-15,72000.0,,0.0,22.0,10.0
1900-03-16,72000.0,0.05,0.5,13.0,1.0
1900-03-17,71000.0,,0.0,32.0,0.0
1900-03-18,69000.0,0.0,0.0,50.0,21.0
1900-03-19,65000.0,,0.0,41.0,26.0
1900-03-20,60000.0,0.0,0.0,31.0,12.0
1900-03-21,55000.0,0.0,0.0,40.0,10.0
1900-03-22,48000.0,0.0,0.0,60.0,32.0
1900-03-23,39000.0,0.0,0.0,52.0,27.0
1900-03-24,36000.0,0.23,0.0,49.0,26.0
1900-03-25,35000.0,0.0,0.0,35.0,31.0
1900-03-26,35000.0,0.0,0.0,39.0,30.0
1900-03-27,36000.0,0.0,0.0,39.0,27.0
1900-03-28,37500.0,1.59,7.0,35.0,27.0
1900-03-29,38600.0,0.0,0.0,35.0,30.0
1900-03-30,43000.0,0.21,2.0,43.0,30.0
1900-03-31,46300.0,0.0,0.0,43.0,20.0
1900-04-01,58800.0,0.09,0.0,,26.0
1900-04-02,76100.0,0.0,0.0,,30.0
1900-04-03,85600.0,0.02,0.0,57.0,29.0
1900-04-04,87200.0,0.0,0.0,49.0,26.0
1900-04-05,84000.0,0.0,0.0,63.0,24.0
1900-04-06,77600.0,0.0,0.0,73.0,30.0
1900-04-07,73100.0,0.0,0.0,,33.0
1900-04-08,71600.0,0.0,0.0,60.0,43.0
1900-04-09,70100.0,0.01,0.0,51.0,31.0
1900-04-10,68600.0,0.0,0.0,45.0,26.0
1900-04-11,67100.0,0.2,2.0,35.0,28.0
1900-04-12,65700.0,0.0,0.0,38.0,25.0
1900-04-13,65700.0,0.0,0.0,47.0,30.0
1900-04-14,65700.0,0.0,0.0,67.0,25.0
1900-04-15,65700.0,0.0,0.0,70.0,43.0
1900-04-16,67100.0,0.0,0.0,61.0,46.0
1900-04-17,71600.0,1.8,0.0,65.0,53.0
1900-04-18,76100.0,0.1,0.0,,43.0
1900-04-19,80800.0,0.0,0.0,71.0,34.0
1900-04-20,84000.0,0.0,0.0,74.0,35.0
1900-04-21,82400.0,0.02,0.0,63.0,50.0
1900-04-22,79200.0,0.0,0.0,72.0,45.0
1900-04-23,77600.0,0.0,0.0,73.0,45.0
1900-04-24,77600.0,0.0,0.0,75.0,51.0
1900-04-25,77600.0,0.0,0.0,75.0,41.0
1900-04-26,77600.0,0.0,0.0,78.0,47.0
1900-04-27,79200.0,0.0,0.0,,46.0
1900-04-28,80800.0,0.0,0.0,,42.0
1900-04-29,84000.0,0.0,0.0,,46.0
1900-04-30,85600.0,0.0,0.0,73.0,41.0
1900-05-01,92000.0,0.0,,81.0,43.0
1900-05-02,96800.0,0.49,,71.0,43.0
1900-05-03,100000.0,0.0,,60.0,34.0
1900-05-04,100000.0,0.0,,61.0,37.0
1900-05-05,95200.0,0.0,,70.0,31.0
1900-05-06,90400.0,0.0,,73.0,47.0
1900-05-07,84000.0,0.61,,73.0,48.0
1900-05-08,79200.0,0.2,,74.0,54.0
1900-05-09,77600.0,0.0,,69.0,42.0
1900-05-10,71600.0,0.0,,72.0,37.0
1900-05-11,67100.0,0.0,,85.0,44.0
1900-05-12,62900.0,0.0,,87.0,
1900-05-13,58800.0,0.0,,90.0,60.0
1900-05-14,56200.0,0.0,,85.0,64.0
1900-05-15,53600.0,0.46,,85.0,58.0
1900-05-16,51100.0,0.05,,77.0,57.0
1900-05-17,49900.0,0.24,,61.0,50.0
1900-05-18,48700.0,0.93,,52.0,42.0
1900-05-19,47500.0,0.33,,67.0,45.0
1900-05-20,46300.0,0.0,,75.0,35.0
1900-05-21,46300.0,0.0,,77.0,47.0
1900-05-22,45200.0,0.0,,79.0,46.0
1900-05-23,45200.0,0.5,,75.0,56.0
1900-05-24,44100.0,0.0,,80.0,56.0
1900-05-25,44100.0,0.0,,84.0,51.0
1900-05-26,43000.0,0.0,,87.0,53.0
1900-05-27,43000.0,0.05,,90.0,59.0
1900-05-28,41900.0,0.91,,75.0,61.0
1900-05-29,40800.0,0.0,,78.0,57.0
1900-05-30,39700.0,0.0,,88.0,60.0
1900-05-31,38600.0,0.0,,86.0,60.0
1900-06-01,37500.0,0.04,,85.0,63.0
1900-06-02,36400.0,0.0,,68.0,53.0
1900-06-03,35300.0,0.0,,75.0,47.0
1900-06-04,34300.0,0.0,,80.0,48.0
1900-06-05,33300.0,0.0,,85.0,53.0
1900-06-06,32300.0,0.0,,90.0,63.0
1900-06-07,32300.0,0.0,,93.0,65.0
1900-06-08,31300.0,0.0,,76.0,56.0
1900-06-09,30300.0,0.0,,82.0,48.0
1900-06-10,29300.0,0.58,,79.0,64.0
1900-06-11,28300.0,0.0,,78.0,49.0
1900-06-12,27300.0,0.0,,83.0,49.0
1900-06-13,27300.0,0.03,,82.0,62.0
1900-06-14,28300.0,0.0,,82.0,55.0
1900-06-15,28300.0,0.0,,83.0,54.0
1900-06-16,27300.0,0.0,,85.0,54.0
1900-06-17,27300.0,0.0,,83.0,58.0
1900-06-18,27300.0,0.0,,84.0,54.0
1900-06-19,27300.0,0.0,,85.0,45.0
1900-06-20,26300.0,0.0,,89.0,55.0
1900-06-21,26300.0,1.05,,79.0,62.0
1900-06-22,26300.0,0.0,,71.0,61.0
1900-06-23,26300.0,0.0,,84.0,64.0
1900-06-24,25400.0,0.0,,90.0,58.0
1900-06-25,25400.0,0.0,,93.0,59.0
1900-06-26,24600.0,0.0,,94.0,64.0
1900-06-27,23800.0,0.0,,84.0,69.0
1900-06-28,23800.0,0.0,,88.0,64.0
1900-06-29,23800.0,0.0,,79.0,58.0
1900-06-30,22900.0,0.0,,82.0,52.0
1900-07-01,22000.0,0.0,,91.0,60.0
1900-07-02,22000.0,1.1,,96.0,72.0
1900-07-03,22000.0,0.0,,97.0,68.0
1900-07-04,23800.0,0.0,,98.0,73.0
1900-07-05,25400.0,0.02,,95.0,71.0
1900-07-06,25400.0,0.79,,96.0,64.0
1900-07-07,24600.0,0.0,,89.0,65.0
1900-07-08,25400.0,0.0,,80.0,57.0
1900-07-09,27300.0,0.0,,86.0,50.0
1900-07-10,26300.0,0.21,,84.0,58.0
1900-07-11,25400.0,0.0,,79.0,58.0
1900-07-12,24600.0,0.0,,83.0,49.0
1900-07-13,24600.0,0.22,,82.0,59.0
1900-07-14,27300.0,0.0,,96.0,69.0
1900-07-15,36400.0,0.15,,95.0,71.0
1900-07-16,43000.0,1.53,,81.0,70.0
1900-07-17,45200.0,0.0,,72.0,61.0
1900-07-18,52300.0,0.0,,80.0,59.0
1900-07-19,52300.0,1.18,,90.0,54.0
1900-07-20,51100.0,0.09,,73.0,54.0
1900-07-21,54900.0,0.0,,80.0,48.0
1900-07-22,57500.0,0.0,,88.0,54.0
1900-07-23,56200.0,0.0,,89.0,61.0
1900-07-24,56200.0,1.03,,80.0,66.0
1900-07-25,58800.0,0.0,,86.0,61.0
1900-07-26,58800.0,0.0,,81.0,58.0
1900-07-27,57500.0,0.0,,82.0,49.0
1900-07-28,57500.0,0.0,,87.0,54.0
1900-07-29,56200.0,0.0,,83.0,62.0
1900-07-30,54900.0,0.0,,86.0,53.0
1900-07-31,52300.0,0.0,,93.0,58.0
1900-08-01,48700.0,0.43,,85.0,62.0
1900-08-02,46300.0,0.0,,94.0,64.0
1900-08-03,44100.0,0.0,,94.0,63.0
1900-08-04,40800.0,0.0,,96.0,64.0
1900-08-05,38600.0,0.0,,97.0,66.0
1900-08-06,36400.0,0.0,,96.0,67.0
1900-08-07,35300.0,0.0,,96.0,68.0
1900-08-08,34300.0,0.0,,95.0,67.0
1900-08-09,33300.0,0.0,,96.0,67.0
1900-08-10,32300.0,0.0,,95.0,64.0
1900-08-11,30300.0,0.0,,95.0,65.0
1900-08-12,30300.0,2.48,,89.0,67.0
1900-08-13,30300.0,0.0,,87.0,66.0
1900-08-14,31300.0,0.0,,84.0,62.0
1900-08-15,33300.0,1.56,,81.0,66.0
1900-08-16,34300.0,0.0,,83.0,64.0
1900-08-17,36400.0,0.05,,91.0,65.0
1900-08-18,34300.0,0.0,,95.0,69.0
1900-08-19,33300.0,0.0,,93.0,72.0
1900-08-20,33300.0,0.0,,75.0,71.0
1900-08-21,35300.0,0.0,,85.0,70.0
1900-08-22,35300.0,0.0,,88.0,63.0
1900-08-23,37500.0,0.0,,91.0,69.0
1900-08-24,38600.0,0.78,,89.0,65.0
1900-08-25,40800.0,0.0,,86.0,64.0
1900-08-26,43000.0,0.02,,80.0,62.0
1900-08-27,44100.0,0.0,,86.0,60.0
1900-08-28,43000.0,0.0,,88.0,62.0
1900-08-29,43000.0,0.0,,87.0,61.0
1900-08-30,41900.0,0.0,,89.0,58.0
1900-08-31,40800.0,0.0,,91.0,60.0
1900-09-01,41900.0,0.0,,88.0,69.0
1900-09-02,41900.0,0.81,,93.0,69.0
1900-09-03,40800.0,0.0,,78.0,54.0
1900-09-04,40800.0,0.0,,83.0,50.0
1900-09-05,40800.0,0.0,,92.0,64.0
1900-09-06,40800.0,0.0,,82.0,67.0
1900-09-07,40800.0,0.0,,80.0,58.0
1900-09-08,40800.0,0.0,,85.0,59.0
1900-09-09,40800.0,0.0,,89.0,61.0
1900-09-10,40800.0,0.0,,92.0,65.0
1900-09-11,40800.0,0.07,,83.0,62.0
1900-09-12,40800.0,0.0,,75.0,49.0
1900-09-13,41900.0,0.0,,81.0,45.0
1900-09-14,41900.0,0.0,,86.0,53.0
1900-09-15,43000.0,0.05,,84.0,57.0
1900-09-16,43000.0,0.05,,63.0,47.0
1900-09-17,44100.0,0.0,,65.0,38.0
1900-09-18,44100.0,0.77,,60.0,36.0
1900-09-19,46300.0,1.62,,65.0,51.0
1900-09-20,51100.0,0.0,,69.0,49.0
1900-09-21,54900.0,0.0,,71.0,43.0
1900-09-22,60100.0,0.05,,74.0,44.0
1900-09-23,65700.0,0.0,,73.0,53.0
1900-09-24,70100.0,0.52,,77.0,57.0
1900-09-25,74600.0,0.0,,88.0,70.0
1900-09-26,76100.0,0.47,,75.0,65.0
1900-09-27,76100.0,0.0,,57.0,47.0
1900-09-28,76100.0,0.2,,62.0,50.0
1900-09-29,76100.0,0.0,,67.0,46.0
1900-09-30,76100.0,0.0,,73.0,42.0
1900-10-01,74600.0,0.0,,71.0,45.0
1900-10-02,74600.0,0.0,,84.0,57.0
1900-10-03,74600.0,0.0,,86.0,61.0
1900-10-04,74600.0,0.0,,87.0,60.0
1900-10-05,76100.0,0.0,,86.0,59.0
1900-10-06,76100.0,1.55,,83.0,65.0
1900-10-07,79200.0,0.0,,54.0,46.0
1900-10-08,82400.0,0.0,,58.0,36.0
1900-10-09,84000.0,0.0,,66.0,34.0
1900-10-10,84000.0,0.0,,66.0,35.0
1900-10-11,84000.0,0.0,,67.0,35.0
1900-10-12,85600.0,0.0,,70.0,40.0
1900-10-13,88800.0,0.0,,71.0,40.0
1900-10-14,93600.0,0.0,,75.0,40.0
1900-10-15,98400.0,0.0,,76.0,41.0
1900-10-16,107000.0,0.0,,62.0,39.0
1900-10-17,118000.0,0.0,,59.0,28.0
1900-10-18,128000.0,0.0,,72.0,33.0
1900-10-19,138000.0,0.0,,70.0,43.0
1900-10-20,142000.0,0.0,,70.0,43.0
1900-10-21,140000.0,0.0,,68.0,54.0
1900-10-22,136000.0,0.55,,68.0,55.0
1900-10-23,130000.0,0.0,,64.0,52.0
1900-10-24,123000.0,0.0,,70.0,45.0
1900-10-25,116000.0,0.01,,77.0,51.0
1900-10-26,107000.0,0.0,,73.0,49.0
1900-10-27,98400.0,0.0,,76.0,56.0
1900-10-28,92000.0,0.24,,68.0,58.0
1900-10-29,82400.0,0.2,,70.0,58.0
1900-10-30,76100.0,0.0,,67.0,58.0
1900-10-31,73100.0,0.18,,72.0,57.0
1900-11-01,71600.0,0.02,0.0,54.0,38.0
1900-11-02,73100.0,0.0,0.0,60.0,30.0
1900-11-03,77600.0,0.0,0.0,65.0,32.0
1900-11-04,79200.0,0.0,0.0,65.0,38.0
1900-11-05,80800.0,0.0,0.0,57.0,31.0
1900-11-06,80800.0,0.0,0.0,50.0,32.0
1900-11-07,84000.0,0.0,0.0,45.0,29.0
1900-11-08,85600.0,0.0,0.0,36.0,24.0
1900-11-09,88800.0,0.0,0.0,38.0,28.0
1900-11-10,93600.0,0.1,0.0,43.0,33.0
1900-11-11,96800.0,0.0,0.0,38.0,27.0
1900-11-12,100000.0,0.0,0.0,52.0,26.0
1900-11-13,104000.0,0.0,0.0,43.0,19.0
1900-11-14,106000.0,0.02,0.2,32.0,13.0
1900-11-15,107000.0,0.0,0.0,28.0,14.0
1900-11-16,107000.0,0.06,0.2,30.0,13.0
1900-11-17,106000.0,0.0,0.0,47.0,29.0
1900-11-18,100000.0,0.67,0.0,55.0,39.0
1900-11-19,95200.0,0.12,0.0,48.0,40.0
1900-11-20,90400.0,0.4,0.0,48.0,35.0
1900-11-21,85600.0,0.0,0.0,38.0,20.0
1900-11-22,79200.0,0.0,0.0,49.0,29.0
1900-11-23,74600.0,0.0,0.0,39.0,19.0
1900-11-24,70100.0,0.21,1.5,38.0,31.0
1900-11-25,65700.0,0.0,0.0,39.0,24.0
1900-11-26,60100.0,0.0,0.0,31.0,19.0
1900-11-27,57500.0,0.0,0.0,43.0,23.0
1900-11-28,54900.0,0.0,0.0,33.0,26.0
1900-11-29,52300.0,0.0,0.0,34.0,24.0
1900-11-30,49900.0,0.0,0.0,46.0,25.0
1900-12-01,47500.0,0.0,0.0,38.0,29.0
1900-12-02,46300.0,0.0,0.0,45.0,31.0
1900-12-03,44100.0,0.0,0.0,38.0,34.0
1900-12-04,43000.0,0.0,0.0,41.0,34.0
1900-12-05,41900.0,0.0,0.0,37.0,26.0
1900-12-06,40800.0,0.15,0.2,39.0,20.0
1900-12-07,39700.0,0.0,0.0,35.0,22.0
1900-12-08,38600.0,0.0,0.0,41.0,17.0
1900-12-09,36000.0,0.0,0.0,36.0,13.0
1900-12-10,33000.0,0.0,0.0,23.0,10.0
1900-12-11,30000.0,0.0,0.0,25.0,10.0
1900-12-12,27000.0,0.0,0.0,42.0,12.0
1900-12-13,24000.0,0.0,0.0,33.0,15.0
1900-12-14,22000.0,0.0,0.0,25.0,20.0
1900-12-15,20000.0,0.0,0.0,29.0,23.0
1900-12-16,18000.0,0.02,0.2,37.0,27.0
1900-12-17,17000.0,0.0,0.0,45.0,32.0
1900-12-18,17000.0,0.0,0.0,47.0,30.0
1900-12-19,17000.0,0.0,0.0,46.0,20.0
1900-12-20,18000.0,0.0,0.0,42.0,17.0
1900-12-21,18000.0,0.0,0.0,50.0,29.0
1900-12-22,20000.0,0.05,0.0,52.0,38.0
1900-12-23,21000.0,0.0,0.0,49.0,23.0
1900-12-24,21000.0,,0.0,25.0,15.0
1900-12-25,22000.0,0.0,0.0,20.0,10.0
1900-12-26,22000.0,0.0,0.0,27.0,7.0
1900-12-27,21000.0,0.0,0.0,40.0,21.0
1900-12-28,19000.0,0.0,0.0,33.0,12.0
1900-12-29,18000.0,0.0,0.0,34.0,10.0
1900-12-30,17000.0,0.0,0.0,38.0,24.0
1900-12-31,16000.0,0.04,0.4,25.0,-3.0
1901-01-01,16000.0,0.0,0.0,20.0,-7.0
1901-01-02,16000.0,0.0,0.0,19.0,-1.0
1901-01-03,17000.0,0.0,0.0,31.0,4.0
1901-01-04,17000.0,0.0,0.0,37.0,19.0
1901-01-05,17000.0,0.0,0.0,33.0,25.0
1901-01-06,18000.0,0.0,0.0,43.0,28.0
1901-01-07,19000.0,0.0,0.0,35.0,28.0
1901-01-08,19000.0,0.0,0.0,44.0,22.0
1901-01-09,19000.0,0.58,5.0,31.0,17.0
1901-01-10,20000.0,0.0,0.0,32.0,27.0
1901-01-11,20000.0,0.02,0.2,32.0,21.0
1901-01-12,20000.0,0.0,0.0,31.0,15.0
1901-01-13,20000.0,0.0,0.0,35.0,25.0
1901-01-14,21000.0,0.0,0.0,40.0,30.0
1901-01-15,21000.0,0.0,0.0,48.0,24.0
1901-01-16,22000.0,0.0,0.0,38.0,20.0
1901-01-17,22000.0,0.0,0.0,20.0,9.0
1901-01-18,22000.0,0.0,0.0,28.0,7.0
1901-01-19,23000.0,0.0,0.0,29.0,5.0
1901-01-20,23000.0,0.0,0.0,53.0,26.0
1901-01-21,23000.0,0.0,0.0,42.0,30.0
1901-01-22,24000.0,0.14,1.0,37.0,19.0
1901-01-23,24000.0,0.0,0.0,45.0,28.0
1901-01-24,24000.0,0.0,0.0,34.0,13.0
1901-01-25,23000.0,0.0,0.0,29.0,11.0
1901-01-26,23000.0,0.52,5.0,34.0,25.0
1901-01-27,22000.0,0.0,0.0,30.0,18.0
1901-01-28,22000.0,0.0,0.0,26.0,7.0
1901-01-29,22000.0,0.09,1.0,24.0,10.0
1901-01-30,22000.0,0.0,0.0,17.0,-4.0
1901-01-31,21000.0,0.0,0.0,20.0,-4.0
1901-02-01,21000.0,0.0,0.0,17.0,3.0
1901-02-02,21000.0,0.01,0.1,28.0,-1.0
1901-02-03,20000.0,0.75,8.0,29.0,23.0
1901-02-04,20000.0,0.0,0.0,25.0,5.0
1901-02-05,20000.0,0.0,0.0,11.0,-10.0
1901-02-06,19000.0,0.0,0.0,20.0,-12.0
1901-02-07,19000.0,0.0,0.0,30.0,8.0
1901-02-08,18000.0,0.5,5.0,30.0,12.0
1901-02-09,18000.0,0.0,0.0,29.0,5.0
1901-02-10,18000.0,0.0,0.0,20.0,-9.0
1901-02-11,18000.0,0.01,0.1,29.0,2.0
1901-02-12,17000.0,0.0,0.0,21.0,3.0
1901-02-13,17000.0,0.0,0.0,30.0,-5.0
1901-02-14,17000.0,0.0,0.0,32.0,8.0
1901-02-15,17000.0,0.0,0.0,34.0,9.0
1901-02-16,17000.0,0.0,0.0,31.0,17.0
1901-02-17,17000.0,0.13,0.8,39.0,24.0
1901-02-18,17000.0,0.0,0.0,34.0,18.0
1901-02-19,17000.0,0.0,0.0,18.0,4.0
1901-02-20,17000.0,0.0,0.0,18.0,2.0
1901-02-21,16000.0,0.0,0.0,21.0,-5.0
1901-02-22,16000.0,0.0,0.0,12.0,-3.0
1901-02-23,16000.0,0.0,0.0,20.0,2.0
1901-02-24,16000.0,0.0,0.0,28.0,5.0
1901-02-25,16000.0,0.0,0.0,26.0,7.0
1901-02-26,16000.0,0.0,0.0,23.0,0.0
1901-02-27,16000.0,0.0,0.0,24.0,1.0
1901-02-28,16000.0,0.0,0.0,35.0,4.0
1901-03-01,16000.0,0.0,0.0,41.0,17.0
1901-03-02,16000.0,0.0,0.0,41.0,26.0
1901-03-03,16000.0,0.0,0.0,43.0,31.0
1901-03-04,17000.0,0.0,0.0,34.0,13.0
1901-03-05,19000.0,0.0,0.0,14.0,5.0
1901-03-06,20000.0,0.0,0.0,32.0,7.0
1901-03-07,22000.0,0.0,0.0,48.0,16.0
1901-03-08,24000.0,0.0,0.0,42.0,34.0
1901-03-09,26000.0,0.05,0.0,37.0,32.0
1901-03-10,28000.0,0.77,0.0,35.0,27.0
1901-03-11,30000.0,0.0,0.0,36.0,21.0
1901-03-12,33000.0,0.0,0.0,45.0,26.0
1901-03-13,35000.0,0.45,0.0,42.0,32.0
1901-03-14,38000.0,0.06,0.5,36.0,29.0
1901-03-15,40000.0,0.0,0.0,37.0,25.0
1901-03-16,43000.0,0.0,0.0,45.0,21.0
1901-03-17,46000.0,0.0,0.0,58.0,26.0
1901-03-18,49000.0,0.0,0.0,68.0,36.0
1901-03-19,54000.0,0.8,0.0,55.0,36.0
1901-03-20,69000.0,0.04,0.0,41.0,19.0
1901-03-21,84000.0,0.0,0.0,35.0,18.0
1901-03-22,82000.0,0.0,0.0,51.0,20.0
1901-03-23,80800.0,0.06,0.0,65.0,33.0
1901-03-24,76100.0,0.0,0.0,60.0,42.0
1901-03-25,76100.0,0.95,0.0,53.0,34.0
1901-03-26,79200.0,0.0,0.0,44.0,36.0
1901-03-27,82400.0,0.0,0.0,40.0,32.0
1901-03-28,80800.0,0.0,0.0,42.0,32.0
1901-03-29,79200.0,0.0,0.0,45.0,22.0
1901-03-30,77600.0,0.68,4.0,36.0,30.0
1901-03-31,87200.0,0.0,0.0,43.0,28.0
1901-04-01,95200.0,0.0,,42.0,22.0
1901-04-02,95200.0,0.08,,41.0,35.0
1901-04-03,95200.0,0.0,,46.0,28.0
1901-04-04,96800.0,0.0,,62.0,22.0
1901-04-05,98400.0,0.28,,54.0,43.0
1901-04-06,98400.0,0.0,,53.0,42.0
1901-04-07,96800.0,0.0,,54.0,39.0
1901-04-08,95200.0,0.0,,58.0,31.0
1901-04-09,95200.0,0.0,,63.0,27.0
1901-04-10,92000.0,0.0,,64.0,36.0
1901-04-11,90400.0,0.0,,64.0,34.0
1901-04-12,90400.0,0.03,,49.0,42.0
1901-04-13,90400.0,0.0,,66.0,39.0
1901-04-14,90400.0,0.0,,,39.0
1901-04-15,92000.0,0.0,,70.0,30.0
1901-04-16,93600.0,0.4,,63.0,45.0
1901-04-17,96800.0,0.0,,55.0,36.0
1901-04-18,100000.0,0.0,,50.0,29.0
1901-04-19,102000.0,0.0,,53.0,30.0
1901-04-20,104000.0,0.0,,56.0,26.0
1901-04-21,106000.0,0.0,,59.0,28.0
1901-04-22,106000.0,0.01,,56.0,38.0
1901-04-23,106000.0,0.0,,60.0,40.0
1901-04-24,106000.0,0.0,,70.0,40.0
1901-04-25,104000.0,0.0,,74.0,37.0
1901-04-26,104000.0,0.0,,80.0,44.0
1901-04-27,102000.0,0.0,,84.0,49.0
1901-04-28,102000.0,0.0,,86.0,48.0
1901-04-29,100000.0,0.0,,90.0,44.0
1901-04-30,100000.0,0.0,,86.0,50.0
1901-05-01,98400.0,,,88.0,55.0
1901-05-02,96800.0,,,91.0,54.0
1901-05-03,95200.0,,,80.0,48.0
1901-05-04,92000.0,,,86.0,52.0
1901-05-05,88800.0,0.05,,87.0,57.0
1901-05-06,85600.0,0.06,,77.0,57.0
1901-05-07,82400.0,0.02,,67.0,56.0
1901-05-08,79200.0,,,62.0,52.0
1901-05-09,76100.0,,,73.0,51.0
1901-05-10,74600.0,0.48,,80.0,50.0
1901-05-11,73100.0,,,66.0,42.0
1901-05-12,71600.0,,,62.0,39.0
1901-05-13,70100.0,,,65.0,34.0
1901-05-14,68600.0,,,73.0,37.0
1901-05-15,67100.0,,,83.0,41.0
1901-05-16,65700.0,,,84.0,47.0
1901-05-17,65700.0,,,89.0,47.0
1901-05-18,64300.0,0.1,,79.0,55.0
1901-05-19,64300.0,,,72.0,50.0
1901-05-20,64300.0,0.01,,64.0,52.0
1901-05-21,61500.0,,,66.0,48.0
1901-05-22,60100.0,0.85,,74.0,52.0
1901-05-23,58800.0,0.12,,78.0,58.0
1901-05-24,57500.0,,,61.0,46.0
1901-05-25,56200.0,,,58.0,39.0
1901-05-26,54900.0,,,71.0,32.0
1901-05-27,54900.0,,,76.0,44.0
1901-05-28,54900.0,,,74.0,50.0
1901-05-29,56200.0,,,67.0,44.0
1901-05-30,54900.0,,,70.0,40.0
1901-05-31,54900.0,,,80.0,53.0
1901-06-01,54900.0,0.0,,80.0,42.0
1901-06-02,54900.0,0.0,,81.0,42.0
1901-06-03,54900.0,0.0,,86.0,55.0
1901-06-04,53600.0,0.0,,91.0,62.0
1901-06-05,52300.0,1.84,,85.0,63.0
1901-06-06,52300.0,0.0,,73.0,54.0
1901-06-07,51100.0,0.0,,65.0,42.0
1901-06-08,49900.0,0.0,,68.0,39.0
1901-06-09,47500.0,0.03,,76.0,41.0
1901-06-10,46300.0,0.18,,87.0,59.0
1901-06-11,45200.0,0.0,,93.0,64.0
1901-06-12,44100.0,0.0,,94.0,64.0
1901-06-13,43000.0,0.0,,92.0,61.0
1901-06-14,41900.0,0.0,,93.0,66.0
1901-06-15,41900.0,0.0,,92.0,64.0
1901-06-16,40800.0,0.0,,95.0,65.0
1901-06-17,40800.0,0.0,,86.0,58.0
